target_desc	target_id
cocktail mix, non-alcoholic, concentrated, frozen	44203
cranberry-orange relish, canned	9082
pickle relish, hot dog	11944
pickle relish, sweet	11945
pickle relish, hamburger	11958
pickles, chowchow, with cauliflower onion mustard, sweet	11983
fruit paste, average values	831
candied fruit	9426
usda commodity, mixed fruit (peaches, pears, grapes), canned, light syrup, drained	9431
usda commodity, mixed fruit (peaches, pears, grapes), canned, light syrup, solids and liquids	9432
sherbet, orange	19097
fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids	9096
fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids	9097
fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra light syrup, solids and liquids	9098
fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, light syrup, solids and liquids	9099
fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, heavy syrup, solids and liquids	9100
fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra heavy syrup, solids and liquids	9101
fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids	9102
fruit salad, (peach and pear and apricot and pineapple and cherry), canned, juice pack, solids and liquids	9103
fruit salad, (peach and pear and apricot and pineapple and cherry), canned, light syrup, solids and liquids	9104
fruit salad, (peach and pear and apricot and pineapple and cherry), canned, heavy syrup, solids and liquids	9105
fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids	9106
fruit, mixed, (peach and pear and pineapple), canned, heavy syrup, solids and liquids	9187
fruit, mixed, (prune and apricot and pear), dried	9188
fruit, mixed, (peach and cherry-sweet and -sour and raspberry and grape and boysenberry), frozen, sweetened	9189
fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids	9325
fruit cocktail, canned, heavy syrup, drained	9351
silk vanilla soy yogurt (family size)	16250
silk vanilla soy yogurt (single serving size)	16251
silk plain soy yogurt	16252
silk strawberry soy yogurt	16253
silk raspberry soy yogurt	16254
silk peach soy yogurt	16255
silk black cherry soy yogurt	16256
silk blueberry soy yogurt	16257
silk key lime soy yogurt	16258
silk banana-strawberry soy yogurt	16259
tofu yogurt	43476
usda commodity, spaghetti sauce, meatless, canned	6143
bacon, meatless	16104
meat extender	16106
sausage, meatless	16107
veggie burgers or soyburgers, unprepared	16147
loma linda little links, canned, unprepared	16500
loma linda low fat big franks, canned, unprepared	16502
loma linda tender rounds with gravy, canned, unprepared	16504
loma linda swiss stake with gravy, canned, unprepared	16505
loma linda vege-burger, canned, unprepared	16506
loma linda redi-burger, canned, unprepared	16507
loma linda tender bits, canned, unprepared	16508
loma linda linketts, canned, unprepared	16509
worthington chili, canned, unprepared	16510
worthington choplets, canned, unprepared	16511
worthington diced chik, canned, unprepared	16512
worthington frichik original, canned, unprepared	16513
worthington low fat fri chik, canned, unprepared	16514
worthington low fat veja-links, canned, unprepared	16515
worthington multigrain cutlets, canned, unprepared	16516
worthington prime stakes, canned, unprepared	16517
worthington saucettes, canned, unprepared	16518
worthington super links, canned, unprepared	16519
worthington vegetable skallops, canned, unprepared	16521
worthington vegetable steaks, canned, unprepared	16522
worthington vegetarian burger, canned, unprepared	16523
worthington veja-links, canned, unprepared	16524
worthington chic-ketts, frozen, unprepared	16525
worthington meatless chicken roll, frozen, unprepared	16526
worthington meatless corned beef roll, frozen, unprepared	16527
worthington dinner roast, frozen, unprepared	16528
worthington fripats, frozen, unprepared	16529
worthington prosage links, frozen, unprepared	16531
worthington prosage roll, frozen, unprepared	16532
worthington smoked turkey roll, frozen, unprepared	16533
worthington stakelets, frozen, unprepared	16534
worthington stripples, frozen, unprepared	16535
worthington wham (roll), frozen, unprepared	16536
morningstar farms breakfast pattie made with organic soy, frozen, unprepared	16538
morningstar farms veggie breakfast bacon strips, frozen, unprepared	16542
morningstar farms veggie breakfast sausage links, frozen, unprepared	16546
morningstar farms grillers original, frozen, unprepared	16548
morningstar farms grillers prime, frozen, unprepared	16549
morningstar farms asian veggie patties, frozen, unprepared	16551
morningstar farms mushroom lover's burger, frozen, unprepared	16552
morningstar farms tomato & basil pizza burger, frozen, unprepared	16554
morningstar farms meatfree buffalo wings, frozen, unprepared	16555
morningstar farms chik'n nuggets, frozen, unprepared	16556
morningstar farms chik patties, frozen, unprepared	16557
morningstar farms italian herb chik patties, frozen, unprepared	16558
morningstar farms original chik'n tenders, frozen, unprepared	16559
morningstar farms corn dogs, frozen, unprepared	16560
morningstar farms mini corn dogs, frozen, unprepared	16561
morningstar farms meal starters chik'n strips, frozen, unprepared	16563
morningstar farms sausage style recipe crumbles, frozen, unprepared	16565
gardenburger, black bean chipotle burger	16570
gardenburger breaded chik'n veggie patties	16571
gardenburger, california burger	16572
gardenburger, garden vegan	16573
gardenburger, gourmet baja steak	16574
gardenburger, gourmet fire dragon steak	16575
gardenburger, gourmet tuscany steak	16576
gardenburger, herb crusted cutlet	16577
gardenburger, malibu burger made with organic whole grains, corn and carrots	16578
gardenburger, original	16579
gardenburger, flame grilled burger	16581
gardenburger, gourmet hula steak	16582
gardenburger, homestyle classic veggie burger	16583
gardenburger, savory portabella veggie burger	16584
gardenburger, sun-dried tomato basil burger	16585
gardenburger, veggie medley burger	16586
morningstar farms maple flavored veggie sausage patties, frozen, unprepared	16587
morningstar farms chik'n grill veggie patties, frozen, unprepared	16588
morningstar farms veggie italian style sausage, frozen, unprepared	16589
morningstar farms bbq riblets, frozen, unprepared	16590
worthington leanies, frozen, unprepared	16591
morningstar farms california turk'y burger, frozen, unprepared	16592
morningstar farms hot and spicy veggie sausage patties, frozen, unprepared	16593
morningstar farms lasagna with veggie sausage, frozen, unpreapred	16594
morningstar farms veggie sweet and sour chik'n, frozen, unprepared	16595
morningstar farms grillers quarter pound veggie burger, frozen, unprepared	16596
morningstar farms entree chili,frozen, unprepared	16597
morningstar farms bacon, egg & cheese biscuit, frozen, unprepared	16598
morningstar farms garden veggie patties, frozen, unprepared	22118
morningstar farms grillers burger style recipe crumbles, frozen, unprepared	22120
morningstar farms grillers vegan, frozen, unprepared	22121
morningstar farms veggie breakfast sausage patties, frozen, unprepared	22122
morningstar farms spicy black bean burger, frozen, unprepared	22123
green giant, harvest burger, original flavor, all vegetable protein patties, frozen	22125
loma linda big franks, canned, unprepared	22126
chicken, meatless	43128
fish sticks, meatless	43129
frankfurter, meatless	43130
luncheon slices, meatless	43131
meatballs, meatless	43132
vegetarian fillets	43134
sandwich spread, meatless	43135
bacon bits, meatless	43212
chicken, meatless, breaded, fried	43410
headcheese, pork	7034
luncheon meat, beef, loaved	7042
luncheon meat, beef, thin sliced	7043
usda commodity, luncheon meat, canned	7044
luncheon meat, pork, canned	7045
turkey breast, low salt, prepackaged or deli, luncheon meat	7046
luncheon meat, pork, beef	7047
luncheon sausage, pork and beef	7090
oscar mayer, head cheese	7218
oscar mayer, luncheon loaf (spiced)	7221
hormel spam, luncheon meat, pork with ham, minced, canned	7276
hormel spam, lite luncheon meat, pork and chicken, minced, canned, ascorbic acid added	7277
luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes spam, 25% less sodium	7906
luncheon meat, pork with ham, minced, canned, includes spam (hormel)	7908
luncheon meat, pork and chicken, minced, canned, includes spam lite	7909
beef, cured, luncheon meat, jellied	13353
nuts, mixed nuts, dry roasted, with peanuts, without salt added	12135
nuts, mixed nuts, oil roasted, with peanuts, without salt added	12137
nuts, mixed nuts, oil roasted, without peanuts, without salt added	12138
nuts, formulated, wheat-based, unflavored, with salt added	12140
nuts, formulated, wheat-based, flavored, macadamia flavored, without salt	12199
nuts, formulated, wheat-based, all flavors except macadamia, without salt	12200
nuts, mixed nuts, dry roasted, with peanuts, with salt added	12635
nuts, mixed nuts, oil roasted, with peanuts, with salt added	12637
nuts, mixed nuts, oil roasted, without peanuts, with salt added	12638
oil, canola	4582
oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying	4643
oil, industrial, canola for salads, woks and light frying	4644
oil, industrial, canola (partially hydrogenated) oil for deep fat frying	4645
oil, vegetable, natreon canola, high stability, non trans, high oleic (70%)	4678
oil, industrial, canola, high oleic	4698
oil, babassu	4534
oil, cupu assu	4541
oil, sheanut	4536
oil, teaseed	4516
oil, ucuhuba butter	4573
phyllo dough	18338
oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening	4654
usda commodity food, oil, vegetable, soybean, refined	4669
usda commodity food, oil, vegetable, low saturated fat	4670
oil, pam cooking spray, original	4679
oil, cooking and salad, enova, 80% diglycerides	4685
oil, corn and canola	42289
oil, corn, peanut, and olive	44005
pie crust, cookie-type, prepared from recipe, graham cracker, baked	18330
pie crust, standard-type, dry mix	18332
pie crust, standard-type, dry mix, prepared, baked	18333
pie crust, standard-type, frozen, ready-to-bake, enriched	18334
pie crust, standard-type, frozen, ready-to-bake, enriched, baked	18335
pie crust, standard-type, prepared from recipe, baked	18336
pie crust, cookie-type, prepared from recipe, chocolate wafer, chilled	18398
pie crust, cookie-type, prepared from recipe, graham cracker, chilled	18399
pie crust, cookie-type, prepared from recipe, vanilla wafer, chilled	18401
pie crust, standard-type, prepared from recipe, unbaked	18402
pie crust, standard-type, frozen, ready-to-bake, unenriched	18446
pie crust, cookie-type, graham cracker, ready crust	18942
pie crust, cookie-type, chocolate, ready crust	18943
pie crust, deep dish, frozen, unbaked, made with enriched flour	18945
pie crust, refrigerated, regular, baked	18946
pie crust, deep dish, frozen, baked, made with enriched flour	18947
pie crust, refrigerated, regular, unbaked	18948
pie fillings, apple, canned	19312
pie fillings, canned, cherry	19314
pie fillings, cherry, low calorie	43098
pie fillings, blueberry, canned	44158
pie, apple, commercially prepared, enriched flour	18301
pie, apple, prepared from recipe	18302
pie, banana cream, prepared from mix, no-bake type	18303
pie, banana cream, prepared from recipe	18304
pie, blueberry, commercially prepared	18305
pie, blueberry, prepared from recipe	18306
pie, cherry, commercially prepared	18308
pie, cherry, prepared from recipe	18309
pie, chocolate creme, commercially prepared	18310
pie, chocolate mousse, prepared from mix, no-bake type	18312
pie, coconut creme, commercially prepared	18313
pie, coconut cream, prepared from mix, no-bake type	18314
pie, coconut custard, commercially prepared	18316
pie, egg custard, commercially prepared	18317
pie, fried pies, fruit	18319
pie, lemon meringue, commercially prepared	18320
pie, lemon meringue, prepared from recipe	18321
pie, mince, prepared from recipe	18322
pie, peach	18323
pie, pecan, commercially prepared	18324
pie, pecan, prepared from recipe	18325
pie, pumpkin, commercially prepared	18326
pie, pumpkin, prepared from recipe	18327
pie, vanilla cream, prepared from recipe	18328
pie, apple, commercially prepared, unenriched flour	18443
pie, fried pies, cherry	18444
pie, fried pies, lemon	18445
pie, dutch apple, commercially prepared	18944
shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)	4031
shortening, household, lard and vegetable oil	4544
shortening bread, soybean (hydrogenated) and cottonseed	4546
shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)	4548
shortening industrial, lard and vegetable oil	4549
shortening frying (heavy duty), beef tallow and cottonseed	4550
shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)	4551
shortening industrial, soybean (hydrogenated) and cottonseed	4554
shortening frying (heavy duty), palm (hydrogenated)	4556
shortening household soybean (hydrogenated) and palm	4559
shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)	4560
shortening, confectionery, fractionated palm	4570
shortening, special purpose for cakes and frostings, soybean (hydrogenated)	4586
shortening, special purpose for baking, soybean (hydrogenated) palm and cottonseed	4587
shortening, multipurpose, soybean (hydrogenated) and palm (hydrogenated)	4595
shortening, vegetable, household, composite	4615
shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening	4649
shortening, industrial, soy (partially hydrogenated ) and corn for frying	4666
shortening, industrial, soy (partially hydrogenated ) for baking and confections	4667
silk original creamer	16260
silk french vanilla creamer	16261
silk hazelnut creamer	16262
ice cream cone, chocolate covered, with nuts, flavors other than chocolate	1240
ice cream cones, cake or wafer-type	18271
ice cream cones, sugar, rolled-type	18272
molasses	19304
cream crackers	1017
crackers, cheese, regular	18214
crackers, cheese, sandwich-type with peanut butter filling	18215
crackers, matzo, plain	18217
crackers, matzo, egg	18218
crackers, matzo, whole-wheat	18219
crackers, melba toast, plain	18220
crackers, melba toast, rye (includes pumpernickel)	18221
crackers, melba toast, wheat	18222
crackers, milk	18223
crackers, rusk toast	18224
crackers, rye, sandwich-type with cheese filling	18225
crackers, rye, wafers, plain	18226
crackers, rye, wafers, seasoned	18227
crackers, saltines (includes oyster, soda, soup)	18228
crackers, standard snack-type, regular	18229
crackers, standard snack-type, sandwich, with cheese filling	18230
crackers, standard snack-type, sandwich, with peanut butter filling	18231
crackers, wheat, regular	18232
crackers, wheat, sandwich, with cheese filling	18233
crackers, wheat, sandwich, with peanut butter filling	18234
crackers, whole-wheat	18235
cracker meal	18236
crackers, matzo, egg and onion	18400
crackers, melba toast, plain, without salt	18424
crackers, saltines, low salt (includes oyster, soda, soup)	18425
crackers, saltines, unsalted tops (includes oyster, soda, soup)	18426
crackers, standard snack-type, regular, low salt	18427
crackers, wheat, low salt	18428
crackers, whole-wheat, low salt	18429
crackers, cheese, low sodium	18434
crackers, saltines, fat-free, low-sodium	18457
nabisco, nabisco grahams crackers	18617
nabisco, nabisco ritz crackers	18621
crackers, cheese, sandwich-type with cheese filling	18927
crackers, whole-wheat, reduced fat	18949
crackers, wheat, reduced fat	18950
crackers, snack, goya crackers	18960
crackers, cream, gamesa sabrosas	18961
crackers, cream, la moderna rikis cream crackers	18962
crackers, cheese, reduced fat	18965
crackers, saltines, whole wheat (includes multi-grain)	18966
kashi tlc crackers honey sesame	18974
kashi tlc crackers original 7 grain	18975
kashi tlc crackers country cheddar	18976
kashi tlc crackers asiago cheese	18977
kashi h2h woven wheat cracker original	18979
kashi tlc crackers fire roasted vegetable	18981
kashi h2h woven wheat cracker roasted garlic	18982
nance, canned, syrup, drained	9448
nance, frozen, unsweetened	9449
naranjilla (lulo) pulp, frozen, unsweetened	9450
natto	16113
ravioli, cheese-filled, canned	22899
ravioli, meat-filled, with tomato sauce or meat sauce, canned	22900
ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees	22976
scrapple, pork	7951
spaghetti with meat sauce, frozen entree	22401
pasta with sliced franks in tomato sauce, canned entree	22522
tortellini, pasta with cheese filling, fresh-refrigerated, as purchased	22901
pasta with meatballs in tomato sauce, canned entree	22907
spaghetti, with meatballs, canned	22912
pasta with tomato sauce, no meat, canned	22914
succotash, (corn and limas), raw	11495
succotash, (corn and limas), cooked, boiled, drained, without salt	11496
succotash, (corn and limas), canned, with cream style corn	11497
succotash, (corn and limas), canned, with whole kernel corn, solids and liquids	11499
succotash, (corn and limas), frozen, unprepared	11501
succotash, (corn and limas), frozen, cooked, boiled, drained, without salt	11502
succotash, (corn and limas), cooked, boiled, drained, with salt	11871
succotash, (corn and limas), frozen, cooked, boiled, drained, with salt	11872
tamales (navajo)	35147
tamales, masa and pork filling (hopi)	35237
restaurant, latino, tamale, corn	36411
restaurant, latino, tamale, pork	36412
rice cake, cracker (include hain mini rice cakes)	42204
tree fern, cooked, without salt	11563
tree fern, cooked, with salt	11928
milk, canned, evaporated, with added vitamin d and without added vitamin a	1096
milk, canned, evaporated, nonfat, with added vitamin a and vitamin d	1097
milk, canned, evaporated, with added vitamin a	1153
milk, canned, evaporated, without added vitamin a and vitamin d	1214
usda commodity, bakery, flour mix	18930
usda commodity, bakery, flour mix low-fat	18931
agutuk, fish/berry with seal oil (alaskan ice cream) (alaska native)	35001
agutuk, meat-caribou (alaskan ice cream) (alaska native)	35003
agutuk, fish with shortening (alaskan ice cream) (alaska native)	35225
bread, pita, white, enriched	18041
bread, pita, whole-wheat	18042
bread, pita, white, unenriched	18413
focaccia, italian flatbread, plain	18973
bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)	18001
bagels, plain, toasted, enriched, with calcium propionate (includes onion, poppy, sesame)	18002
bagels, egg	18003
bagels, cinnamon-raisin	18005
bagels, cinnamon-raisin, toasted	18006
bagels, oat bran	18007
bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)	18406
bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)	18407
bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)	18408
bagel, wheat	18968
bread-crumbs	534
rye bread crumbs with brown sugar, average values	1010
bread crumbs, dry, grated, plain	18079
bread stuffing, bread, dry mix	18081
bread stuffing, bread, dry mix, prepared	18082
bread stuffing, cornbread, dry mix	18084
bread stuffing, cornbread, dry mix, prepared	18085
croutons, plain	18242
croutons, seasoned	18243
bread crumbs, dry, grated, seasoned	18376
pillsbury, crusty french loaf, refrigerated dough	18631
piki bread, made from blue cornmeal (hopi)	35234
bread, blue corn, somiviki (hopi)	35240
french toast, frozen, ready-to-heat	18268
french toast, prepared from recipe, made with low fat (2%) milk	18269
fast foods, french toast with butter	21023
fast foods, french toast sticks	21024
burger king, french toast sticks	21386
baguette, wheat, fine, industrial product	1311
bread, italien type	1464
bread, roll, danish	537
bread, white	528
bread, white, coarse grain	1009
bread, white, for sausages	580
bread, white, roll	1131
bread, white, roll, coarse grain	1130
bread, white, with cracked chestnuts	1008
bread, white, with sunflower kernels	1007
bread, white, with walnuts	1026
bread, white, with wheat bran	1006
bread, white, with whole kernels	1004
bread, wholemeal	529
rolls, italien type, industrial produced	1470
rolls, white, industrial produced	1469
white bread, large	1456
whitebread, for toasting, industrial produced	1465
bread, cracked-wheat	18025
bread, french or vienna (includes sourdough)	18029
bread, french or vienna, toasted (includes sourdough)	18030
bread, reduced-calorie, wheat	18055
bread, reduced-calorie, white	18057
bread, wheat	18064
bread, wheat, toasted	18065
bread, wheat bran	18066
bread, wheat germ	18068
bread, white, commercially prepared (includes soft bread crumbs)	18069
bread, white, commercially prepared, toasted	18070
bread, white, prepared from recipe, made with nonfat dry milk	18071
bread, white, prepared from recipe, made with low fat (2%) milk	18073
bread, whole-wheat, commercially prepared	18075
bread, whole-wheat, commercially prepared, toasted	18076
bread, whole-wheat, prepared from recipe	18077
bread, whole-wheat, prepared from recipe, toasted	18078
rolls, dinner, wheat	18347
rolls, dinner, whole-wheat	18348
bread, wheat germ, toasted	18385
bread, white, commercially prepared, low sodium no salt	18416
bread, white, commercially prepared, toasted, low sodium no salt	18432
bread, wheat, white wheat	18967
rye bread, dark	536
rye bread, dark with high fat seeds and whole kernels	1309
rye bread, dark, pumpernickel	1455
rye bread, dark, wholemeal	732
rye bread, fine with wheat flour and high fat seeds, industrial prod.	1318
rye bread, fine with wheat flour, no high fat seeds, industrial prod.	1317
rye bread, light	535
rye bread, soft, with wheat	1314
rye bread, soft, with wheat, high fat seeds and whole kernels	1315
bread, pumpernickel	18044
bread, pumpernickel, toasted	18045
bread, reduced-calorie, rye	18053
bread, rye	18060
bread, rye, toasted	18061
rolls, dinner, rye	18346
rolls, pumpernickel	43441
bread, oat bran	18037
bread, oat bran, toasted	18038
bread, oatmeal	18039
bread, oatmeal, toasted	18040
bread, reduced-calorie, oat bran	18049
bread, reduced-calorie, oat bran, toasted	18050
bread, reduced-calorie, oatmeal	18051
rolls, dinner, oat bran	18345
bread, potato	18971
bread, cornbread, dry mix, enriched (includes corn muffin mix)	18022
bread, cornbread, dry mix, prepared	18023
bread, cornbread, prepared from recipe, made with low fat (2%) milk	18024
bread, cornbread, dry mix, unenriched (includes corn muffin mix)	18412
cereals, corn grits, white, regular and quick, enriched, dry	8090
cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt	8091
cereals, quaker, corn grits, instant, plain, dry	8092
cereals, quaker, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt	8093
cereals, quaker, corn grits, instant, cheddar cheese flavor, dry	8094
cereals, quaker, corn grits, instant, with imitation bacon bits, dry	8096
cereals, corn grits, white, regular and quick, unenriched, dry	8158
cereals, corn grits, yellow, regular and quick, enriched, dry	8159
cereals, corn grits, yellow, regular and quick, unenriched, dry	8160
cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt	8161
cereals, corn grits, white, regular and quick, unenriched, cooked with water, without salt	8162
cereals, corn grits, white, regular, quick, unenriched, cooked with water, with salt	8163
cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt	8164
cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt	8165
cereals, corn grits, yellow, regular and quick, unenriched, cooked with water, without salt	8166
cereals, corn grits, yellow, regular, quick, unenriched, cooked with water, with salt	8167
cereals, quaker, corn grits, instant, butter flavor, dry	8221
cereals, quaker, hominy grits, white, quick, dry	8314
cereals, quaker, hominy grits, yellow, quick, dry	8315
cereals, quaker, hominy grits, white, regular, dry	8316
cereals, quaker, instant grits product with redeye gravy and imitation ham bits, dry	8444
cereals, quaker, instant grits product with imitation bacon bits and cheddar flavor, dry	8448
cereals, quaker, instant grits product with american cheese flavor, dry	8449
cereals, quaker, instant grits product--ham 'n' cheese	8450
bread, multi-grain (includes whole-grain)	18035
bread, multi-grain, toasted (includes whole-grain)	18036
bread, rice bran	18059
bread, rice bran, toasted	18384
bread, pan dulce, sweet yeast bread	18955
bread, raisin, enriched	18047
bread, raisin, toasted, enriched	18048
bread, raisin, unenriched	18414
wonton wrappers (includes egg roll wrappers)	18368
snacks, trail mix, regular	19059
snacks, trail mix, tropical	19061
snacks, trail mix, regular, with chocolate chips, salted nuts and seeds	19062
snacks, trail mix, regular, unsalted	19821
snacks, trail mix, regular, with chocolate chips, unsalted nuts and seeds	19822
tea, herbal, brewed, hohoysi (hopi)	35238
lemonade, powder	14287
lemonade, powder, prepared with water	14288
lemonade, low calorie, with aspartame, powder	14289
lemonade, low calorie, with aspartame, powder, prepared with water	14290
lemonade, frozen concentrate, white	14292
lemonade, frozen concentrate, white, prepared with water	14293
lemonade-flavor drink, powder	14296
lemonade-flavor drink, powder, prepared with water	14297
limeade, frozen concentrate, prepared with water	14303
orange drink, canned, with added vitamin c	14323
strawberry-flavor beverage mix, powder	14350
strawberry-flavor beverage mix, powder, prepared with whole milk	14351
orange-flavor drink, breakfast type, powder	14407
orange-flavor drink, breakfast type, powder, prepared with water	14408
orange-flavor drink, breakfast type, low calorie, powder	14409
orange-flavor drink, breakfast type, with pulp, frozen concentrate	14424
orange-flavor drink, breakfast type, with pulp, frozen concentrate, prepared with water	14425
orange drink, breakfast type, with juice and pulp, frozen concentrate	14426
orange drink, breakfast type, with juice and pulp, frozen concentrate, prepared with water	14427
orange breakfast drink, ready-to-drink, with added nutrients	14436
drink mix, quaker oats, gatorade, orange flavor, powder	14450
fruit punch-flavor drink, powder, without added sodium, prepared with water	14541
lemonade, frozen concentrate, pink	14542
lemonade, frozen concentrate, pink, prepared with water	14543
breakfast type drink, orange flavor, reduced sugar	14606
fruit flavored drink, less than 3% juice, not fortified with vitamin c	14645
fruit flavored drink containing less than 3% fruit juice, with high vitamin c	14646
fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin c, added calcium	14647
fruit-flavored drink, dry powder, low calorie, with high vitamin c	14652
fruit-flavored drink, dry powdered mix, low calorie, with aspartame	42055
orange juice drink	42270
fruit-flavored drink, powder, with high vitamin c with other added vitamins, low calorie	43345
apple cider-flavored drink, powder, low calorie, with vitamin c, prepared	43388
juice, mixed vegetables, pasteurized	1555
vegetable juice cocktail, canned	11578
campbell's v8 100% vegetable juice	31008
tomato and vegetable juice, low sodium	43365
beverage, horchata, dry mix, unprepared, variety of brands, all with morro seeds	14631
beverage, horchata, as served in restaurant	14638
carbonated drinks, cola	42
non-alcoholic beverage (light), concentrated (1+10), sugar not added	1559
non-alcoholic beverage, concentrated (1+5), sugar added	1558
soft drink, sugar added	472
soft drink, unsweetened, average values	473
carbonated beverage, club soda	14121
carbonated beverage, cream soda	14130
carbonated beverage, ginger ale	14136
carbonated beverage, grape soda	14142
carbonated beverage, low calorie, other than cola or pepper,  without caffeine	14143
carbonated beverage, lemon-lime soda, contains caffeine	14144
carbonated beverage, sprite, lemon-lime, without caffeine	14145
carbonated beverage, low calorie, cola or pepper-type, with aspartame, without caffeine	14146
carbonated beverage, cola, without caffeine	14147
carbonated beverage, cola, with higher caffeine	14148
carbonated beverage, reduced sugar, cola, contains caffeine and sweeteners	14149
carbonated beverage, orange	14150
carbonated beverage, low calorie, other than cola or pepper, with aspartame, contains caffeine	14151
carbonated beverage, pepper-type, contains caffeine	14153
carbonated beverage, tonic water	14155
carbonated beverage, root beer	14157
carbonated beverage, low calorie, cola or pepper-types, with sodium saccharin, contains caffeine	14166
carbonated beverage, cola, contains caffeine	14400
carbonated beverage, low calorie, cola or pepper-type, with aspartame, contains caffeine	14416
carbonated beverage, low calorie, other than cola or pepper, with sodium saccharin, without caffeine	14537
carbonated beverage, chocolate-flavored soda	14552
frozen yogurts, vanilla, soft-serve	19293
frozen yogurts, chocolate, soft-serve	19393
frozen yogurts, chocolate, nonfat milk, sweetened without sugar	42185
frozen yogurts, chocolate	42186
frozen yogurts, flavors other than chocolate	42187
milk shakes, thick chocolate	1110
milk shakes, thick vanilla	1111
shake, fast food, chocolate	14346
shake, fast food, vanilla	14347
shake, fast food, strawberry	14428
burger king, vanilla shake	21141
mcdonald's, vanilla triple thick shake	21330
mcdonald's, chocolate triple thick shake	21331
mcdonald's, strawberry triple thick shake	21332
beverage, milkshake mix, dry, not chocolate	43078
desserts, mousse, chocolate, prepared-from-recipe	19182
meat drippings (lard, beef tallow, mutton tallow)	4606
restaurant, latino, pupusas con frijoles (pupusas, bean)	36408
restaurant, latino, pupusas con queso (pupusas, cheese)	36409
restaurant, latino, pupusas del cerdo (pupusas, pork)	36410
restaurant, latino, empanadas, beef, prepared	36403
restaurant, latino, arepa (unleavened cornmeal bread)	36415
ascidians (tunughnak) (alaska native)	35004
fish, gefiltefish, commercial, sweet recipe	15030
wocas, dried seeds, oregon, yellow pond lily, nuphar lutea (or) - cy0617b	35232
wocas, tuber, cooked, oregon, yellow pond lily, nuphar lutea, rhizome (or) - cy0617c	35235
mcdonald's, filet-o-fish	21232
mcdonald's, filet-o-fish (without tartar sauce)	21382
fish balls, canned	869
fish balls, fried	872
fish pudding, raw	870
cheese fondue	1163
chicken roll, light meat	7017
corn with red and green peppers, canned, solids and liquids	11184
corn pudding, home prepared	11656
spinach souffle	11658
cheese puffs and twists, corn based, baked, low fat	19434
entrees, crab cake	21046
fast foods, frijoles with cheese	21077
beef, corned beef hash, with potato, canned	22908
rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)	22958
lean pockets, ham n cheddar	22962
lean pockets, meatballs & mozzarella	22963
corned beef and potatoes in tortilla (apache)	35186
restaurant, family style, fried mozzarella sticks	36012
restaurant, latino, chicken and rice, entree, prepared	36401
restaurant, latino, arroz con leche (rice pudding)	36404
restaurant, latino, arroz con frijoles negros (rice and black beans)	36405
restaurant, latino, arroz con habichuelas colorados (rice and red beans)	36406
restaurant, latino, arroz con grandules (rice and pigeonpeas)	36407
restaurant, latino, bunuelos (fried yeast bread)	36416
restaurant, chinese, fried rice	36602
restaurant, chinese, beef and vegetables	36603
restaurant, chinese, lemon chicken	36617
restaurant, chinese, general tso's chicken	36618
restaurant, chinese, kung pao chicken	36619
restaurant, chinese, shrimp and vegetables	36620
restaurant, chinese, sweet and sour chicken	36621
restaurant, chinese, chicken chow mein	36623
turkey pot pie, frozen entree	22528
beef pot pie, frozen entree, prepared	22529
chicken pot pie, frozen entree, prepared	22906
kraft, stove top stuffing mix chicken flavor	18567
george weston bakeries, brownberry sage and onion stuffing mix, dry	18603
turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved	22957
taco shells, baked	18360
taco shells, baked, without added salt	18448
tostada shells, corn	18952
candies, fudge, chocolate, prepared-from-recipe	19100
