input_id	input_desc	target_desc	target_id
43299	soybean, curd cheese	soybean, curd cheese	43299
22901	tortellini, pasta with cheese filling, fresh-refrigerated, as purchased	tortellini, pasta with cheese filling, fresh-refrigerated, as purchased	22901
1165	cheese, mexican, queso anejo	cheese, mexican, queso anejo	1165
18320	pie, lemon meringue, commercially prepared	pie, lemon meringue, commercially prepared	18320
14130	carbonated beverage, cream soda	carbonated beverage, cream soda	14130
4691	margarine, regular, 80% fat, composite, stick, with salt, with added vitamin d	margarine, regular, 80% fat, composite, stick, with salt, with added vitamin d	4691
18963	garlic bread, frozen	garlic bread, frozen	18963
25026	popcorn, microwave, regular (butter) flavor, made with palm oil	popcorn, microwave, regular (butter) flavor, made with palm oil	25026
23567	beef, ground, 85% lean meat / 15% fat, raw (includes foods for usda's food distribution program)	beef, ground, 85% lean meat / 15% fat, raw	23567
23572	beef, ground, 80% lean meat / 20% fat, raw	beef, ground, 80% lean meat / 20% fat, raw	23572
23577	beef, ground, 75% lean meat / 25% fat, raw	beef, ground, 75% lean meat / 25% fat, raw	23577
23562	beef, ground, 90% lean meat / 10% fat, raw	beef, ground, 90% lean meat / 10% fat, raw	23562
23557	beef, ground, 95% lean meat / 5% fat, raw	beef, ground, 95% lean meat / 5% fat, raw	23557
11590	waterchestnuts, chinese, canned, solids and liquids	waterchestnuts, chinese, canned, solids and liquids	11590
11303	peas, edible-podded, frozen, cooked, boiled, drained, without salt	peas, edible-podded, frozen, cooked, boiled, drained, without salt	11303
11391	potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil	potatoes, hashed brown, frozen, plain, prepared	11391
14034	alcoholic beverage, creme de menthe, 72 proof	alcoholic beverage, creme de menthe, 72 proof	14034
19114	ice creams, chocolate, light	ice creams, chocolate, light	19114
19265	ice creams, chocolate, light, no sugar added	ice creams, chocolate, light, no sugar added	19265
9267	pineapple, canned, water pack, solids and liquids	pineapple, canned, water pack, solids and liquids	9267
9237	peaches, canned, water pack, solids and liquids	peaches, canned, water pack, solids and liquids	9237
4698	oil, industrial, canola, high oleic	oil, industrial, canola, high oleic	4698
4701	oil, industrial, soy, fully hydrogenated	oil, industrial, soy, fully hydrogenated	4701
4699	oil, industrial, soy, low linolenic	oil, industrial, soy, low linolenic	4699
4700	oil, industrial, soy, ultra low linolenic	oil, industrial, soy, ultra low linolenic	4700
1009	cheese, cheddar (includes foods for usda's food distribution program)	cheese, cheddar	1009
1118	yogurt, plain, skim milk	yogurt, plain, skim milk, 13 grams protein per 8 ounce	1118
1124	egg, white, raw, fresh	egg, white, raw, fresh	1124
1056	cream, sour, cultured	cream, sour, cultured	1056
1094	milk, buttermilk, dried	milk, buttermilk, dried	1094
1252	cheese product, pasteurized process, american, vitamin d fortified	cheese product, pasteurized process, american, vitamin d fortified	1252
1001	butter, salted	butter, salted	1001
1117	yogurt, plain, low fat	yogurt, plain, low fat, 12 grams protein per 8 ounce	1117
1025	cheese, monterey	cheese, monterey	1025
1237	ice cream, bar or stick, chocolate covered	ice cream, bar or stick, chocolate covered	1237
1116	yogurt, plain, whole milk	yogurt, plain, whole milk, 8 grams protein per 8 ounce	1116
1053	cream, fluid, heavy whipping	cream, fluid, heavy whipping	1053
1032	cheese, parmesan, grated	cheese, parmesan, grated	1032
1079	milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d	milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d	1079
1049	cream, fluid, half and half	cream, fluid, half and half	1049
1179	sour cream, light	sour cream, light	1179
1085	milk, nonfat, fluid, with added vitamin a and vitamin d (fat free or skim)	milk, nonfat, fluid, with added vitamin a and vitamin d (fat free or skim)	1085
1069	cream substitute, powdered	cream substitute, powdered	1069
2009	spices, chili powder	spices, chili powder	2009
1017	cheese, cream	cheese, cream	1017
1004	cheese, blue	cheese, blue	1004
1228	cheese, fresh, queso fresco	cheese, fresh, queso fresco	1228
1054	cream, whipped, cream topping, pressurized	cream, whipped, cream topping, pressurized	1054
1077	milk, whole, 3.25% milkfat, with added vitamin d	milk, whole, 3.25% milkfat, with added vitamin d	1077
1011	cheese, colby	cheese, colby	1011
1019	cheese, feta	cheese, feta	1019
1133	egg, whole, dried	egg, whole, dried	1133
1091	milk, dry, nonfat, regular, without added vitamin a and vitamin d	milk, dry, nonfat, regular, without added vitamin a and vitamin d	1091
1057	eggnog	eggnog	1057
1015	cheese, cottage, lowfat, 2% milkfat	cheese, cottage, lowfat, 2% milkfat	1015
1048	cheese spread, pasteurized process, american	cheese spread, pasteurized process, american	1048
1022	cheese, gouda	cheese, gouda	1022
1040	cheese, swiss	cheese, swiss	1040
1224	protein supplement, milk based, muscle milk light, powder	protein supplement, milk based, muscle milk light, powder	1224
1005	cheese, brick	cheese, brick	1005
1103	milk, chocolate, fluid, commercial, reduced fat, with added vitamin a and vitamin d	milk, chocolate, fluid, commercial, reduced fat, with added vitamin a and vitamin d	1103
1253	cheese, pasteurized process, american, without added vitamin d	cheese, pasteurized process, american, without added vitamin d	1253
1037	cheese, ricotta, part skim milk	cheese, ricotta, part skim milk	1037
1023	cheese, gruyere	cheese, gruyere	1023
1014	cheese, cottage, nonfat, uncreamed, dry, large or small curd	cheese, cottage, nonfat, uncreamed, dry, large or small curd	1014
1067	cream substitute, liquid, with hydrogenated vegetable oil and soy protein	cream substitute, liquid, with hydrogenated vegetable oil and soy protein	1067
1006	cheese, brie	cheese, brie	1006
1030	cheese, muenster	cheese, muenster	1030
1012	cheese, cottage, creamed, large or small curd	cheese, cottage, creamed, large or small curd	1012
1154	milk, dry, nonfat, regular, with added vitamin a and vitamin d	milk, dry, nonfat, regular, with added vitamin a and vitamin d	1154
1050	cream, fluid, light (coffee cream or table cream)	cream, fluid, light (coffee cream or table cream)	1050
1073	dessert topping, semi solid, frozen	dessert topping, semi solid, frozen	1073
1166	cheese, mexican, queso asadero	cheese, mexican, queso asadero	1166
1157	cheese, goat, semisoft type	cheese, goat, semisoft type	1157
1104	milk, chocolate, lowfat, with added vitamin a and vitamin d	milk, chocolate, fluid, commercial, lowfat, with added vitamin a and vitamin d	1104
1095	milk, canned, condensed, sweetened	milk, canned, condensed, sweetened	1095
1003	butter oil, anhydrous	butter oil, anhydrous	1003
2007	spices, celery seed	spices, celery seed	2007
1088	milk, buttermilk, fluid, cultured, lowfat	milk, buttermilk, fluid, cultured, lowfat	1088
2047	salt, table, iodized	salt, table, iodized	
11215	garlic, raw	garlic, raw	
11216	ginger root, raw	ginger root, raw	
11143	celery, raw	celery, raw	
11134	cassava, raw	cassava, raw	
28399	cookies, animal crackers (includes arrowroot, tea biscuits)	cookies, animal crackers (includes arrowroot, tea biscuits)	
11090	broccoli, raw	broccoli, raw	
11304	peas, green, raw	peas, green, raw	
28324	pancakes, whole wheat, dry mix, incomplete	pancakes, whole-wheat, dry mix, incomplete	
11422	pumpkin, raw	pumpkin, raw	
11147	chard, swiss, raw	chard, swiss, raw	
14091	beverages, almond milk, unsweetened, shelf stable	beverages, almond milk, unsweetened, shelf stable	
19296	honey	honey	
11112	cabbage, red, raw	cabbage, red, raw	
9307	rhubarb, raw	rhubarb, raw	
11457	spinach, raw	spinach, raw	
28397	bread, multi-grain (includes whole-grain)	bread, multi-grain (includes whole-grain)	
9326	watermelon, raw	watermelon, raw	
9176	mangos, raw	mangos, raw	
9286	pomegranates, raw	pomegranates, raw	
11655	carrot juice, canned	carrot juice, canned	
11156	chives, raw	chives, raw	
11001	alfalfa seeds, sprouted, raw	alfalfa seeds, sprouted, raw	
11098	brussels sprouts, raw	brussels sprouts, raw	
9156	lemon peel, raw	lemon peel, raw	
9089	figs, raw	figs, raw	
19303	marmalade, orange	marmalade, orange	
11413	potato flour	potato flour	
11591	watercress, raw	watercress, raw	
9149	kumquats, raw	kumquats, raw	
14171	beverages, coconut milk, sweetened, fortified with calcium, vitamins a, b12, d2	beverages, coconut milk, sweetened, fortified with calcium, vitamins a, b12, d2	
7961	chicken breast, deli, rotisserie seasoned, sliced, prepackaged	chicken, breast, boiled, sliced	
5319	chicken, broiler, rotisserie, bbq, drumstick, meat only	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5359	chicken, broiler, rotisserie, bbq, drumstick, meat and skin	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5000	chicken, broiler, rotisserie, bbq, breast, meat only	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
1260	cheese, cheddar, reduced fat (includes foods for usda's food distribution program)	cheese, cheddar (includes foods for usda's food distribution program)	
5362	chicken, broiler, rotisserie, bbq, wing, meat and skin	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5062	chicken, broiler or fryers, breast, skinless, boneless, meat only, raw	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5705	turkey, whole, meat only, with added solution, roasted	turkey, whole, meat only, raw	
5168	turkey, whole, meat only, cooked, roasted	turkey, whole, meat only, raw	
28287	bread, naan, whole wheat, commercially prepared, refrigerated	bread, whole-wheat, commercially prepared, toasted	
5334	chicken, broiler, rotisserie, bbq, thigh, meat only	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
9213	orange juice, frozen concentrate, unsweetened, undiluted, with added calcium	orange juice, frozen concentrate, unsweetened, diluted with 3 volume water	
5140	duck, domesticated, meat and skin, cooked, roasted	duck, domesticated, meat and skin, raw	
36624	restaurant, chinese, vegetable chow mein, without meat or noodles	restaurant, chinese, fried rice, without meat	
31036	potatoes, mashed, ready-to-eat	potatoes, hashed brown, home-prepared	
11118	cabbage, kimchi	cabbage, cooked	
9519	guava nectar, with sucralose, canned	guava nectar, canned	
28297	cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber	cake, snack cakes, cupcakes, chocolate, with frosting, low-fat	
9163	blueberries, dried, sweetened	blueberries, frozen, sweetened	
21505	pizza, cheese topping, thin crust, frozen, cooked	pizza, cheese topping, regular crust, frozen, cooked	
9318	strawberries, frozen, unsweetened (includes foods for usda's food distribution program)	strawberries, frozen, unsweetened	
28316	bread, wheat, sprouted	bread, wheat with rye	
21472	fast foods, fried chicken, wing, meat and skin and breading	chicken, wing, flesh and skin, raw	
5324	chicken patty, frozen, cooked	chicken pot pie, frozen entree, prepared	
28303	crackers, cheese, whole grain	crackers, cheese, reduced fat	
21401	fast foods, chicken tenders	fast foods, chicken fillet sandwich, with cheese	
7081	turkey breast, sliced, prepackaged	turkey, breast, boiled/smoked, sliced	
21470	fast foods, fried chicken, drumstick, meat and skin with breading	chicken, drumstick, flesh and skin, raw	
5306	turkey, ground, cooked	turkey sausage, fresh, cooked	
23360	beef, round, eye of round roast, boneless, separable lean only, trimmed to 0" fat, all grades, raw	beef, round, eye of round, roast, separable lean only, trimmed to 1/8" fat, all grades, raw	
36626	restaurant, chinese, chicken and vegetables	restaurant, chinese, chicken chow mein	
43344	jams, preserves, marmalade, reduced sugar	jams and preserves, apricot	
21142	fast food, biscuit	fast foods, biscuit, with ham	
28295	tortillas, ready-to-bake or -fry, whole wheat	tortillas, ready-to-bake or -fry, flour, shelf stable	
8656	cereals ready-to-eat, nature's path, organic flax plus flakes	cereals ready-to-eat, nature's path, optimum	
7973	bacon, turkey, microwaved	pork, cured, bacon, cooked, microwaved	
28311	cookies, sugar wafer, chocolate-covered	cookies, sugar wafers with creme filling, regular	
36035	restaurant, family style, coleslaw	restaurant, family style, sirloin steak	
27063	sauce, enchilada, red, mild, ready to serve	sauce, salsa, verde, ready-to-serve	
28348	rolls, dinner, sweet	rolls, dinner, rye	
27062	soup, beef barley, ready to serve	soup, beef broth or bouillon canned, ready-to-serve	
36629	restaurant, chinese, orange chicken	restaurant, chinese, lemon chicken	
14063	beverages, chocolate powder, no sugar added	beverage, instant breakfast powder, chocolate, not reconstituted	
25064	snacks, potato chips, lightly salted	snacks, potato chips, plain, unsalted	
17225	lamb, ground, cooked, broiled	lambs quarters, cooked, boiled, drained, with salt	
28309	cookies, coconut macaroon	archway home style cookies, coconut macaroon	
43027	jellies, no sugar (with sodium saccharin), any flavors	jams and preserves, dietetic (with sodium saccharin), any flavor	
31034	peppers, hot pickled, canned	peppers, chili, green, canned	
23348	beef, round, top round roast, boneless, separable lean and fat, trimmed to 0" fat, all grades, cooked, roasted	beef, round, tip round, roast, separable lean and fat, trimmed to 0" fat, all grades, cooked, roasted	
4709	salad dressing, mayonnaise-type, light	salad dressing, mayonnaise, light	
7962	frankfurter, meat and poultry, unheated	frankfurter, meat, heated	
28315	bread, cinnamon	bread, oat bran	
10998	canadian bacon, cooked, pan-fried	pork, cured, bacon, cooked, pan-fried	
28298	cookies, brownies, commercially prepared, reduced fat, with added fiber	cookies, brownies, commercially prepared	
4708	mayonnaise, reduced fat, with olive oil	mayonnaise, reduced-calorie or diet, cholesterol-free	
7968	kielbasa, fully cooked, grilled	kielbasa, polish, turkey and beef, smoked	
23369	beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0" fat, all grades, raw	beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8" fat, all grades, raw	
28318	bread, french or vienna, whole wheat	bread, french or vienna (includes sourdough)	
17157	game meat, bison, separable lean only, cooked, roasted	game meat, deer, loin, separable lean only, 1" steak, cooked, broiled	
21155	fast foods, submarine sandwich, turkey breast on white bread with lettuce and tomato	fast foods, submarine sandwich, with roast beef	
32016	macaroni or noodles with cheese, microwaveable, unprepared	macaroni and cheese dinner with dry sauce mix, boxed, uncooked	
31023	sweet potatoes, french fried, frozen as packaged, salt added in processing	potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased	
5186	turkey, all classes, light meat, cooked, roasted	turkey, whole, meat only, raw	
5103	chicken, broilers or fryers, wing, meat and skin, cooked, roasted	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5094	chicken, broilers or fryers, thigh, meat and skin, cooked, roasted	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5361	chicken, broiler, rotisserie, bbq, thigh, meat and skin	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5358	chicken, broiler, rotisserie, bbq, breast, meat and skin	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5069	chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5098	chicken, broilers or fryers, thigh, meat only, cooked, roasted	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5073	chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5676	chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
19924	syrup, nestle, chocolate	syrups, chocolate, fudge-type	
5672	chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
5671	chicken, broilers or fryers, drumstick, meat only, cooked, braised	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
14276	beverages, tropical punch, ready-to-drink	beverages, tea, hibiscus, brewed	
5677	chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
14216	beverages, aloe vera juice drink, fortified with vitamin c	beverages, fruit juice drink, reduced sugar, with vitamin e added	
5091	chicken, broilers or fryers, thigh, meat and skin, raw	chicken, breast, flesh and skin, raw	
7971	bologna, meat and poultry	bologna, beef, low fat	
21151	fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce	fast foods, submarine sandwich, with cold cuts	
17033	lamb, rib, separable lean only, trimmed to 1/4" fat, choice, cooked, broiled	beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"fat, choice, cooked, broiled	
14639	beverages, rice milk, unsweetened	beverages, almond milk, unsweetened, shelf stable	
5015	chicken, broilers or fryers, skin only, raw	chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	
20125	pasta, whole-wheat, cooked (includes foods for usda's food distribution program)	pasta, whole grain	300
14649	beverages, tea, hibiscus, brewed	beverages, tea, hibiscus, brewed	
5180	turkey, whole, neck, meat only, cooked, simmered	turkey, whole, meat only, raw	
14148	beverages, carbonated, cola, regular	carbonated beverage, cola, contains caffeine	14400
14224	beverages, coffee, instant, mocha, sweetened	coffee, instant, powder	104
1292	milk, chocolate, fat free, with added vitamin a and vitamin d	milk, chocolate, fluid, commercial, lowfat, with added vitamin a and vitamin d	1104
14627	beverages, energy drink, monster, fortified with vitamins c, b2, b3, b6, b12	energy drink, red bull, sugar free, with added caffeine, niacin, pantothenic acid, vitamins b6 and b12	14156
14154	beverages, energy drink, red bull	energy drink, rockstar	14629
1115	whey, sweet, dried	whey, sweet, dried	514
21464	fast foods, fried chicken, breast, meat only, skin and breading removed	chicken, flesh and skin, battered, deepfried	
32032	sausage, egg and cheese breakfast biscuit	fast foods, biscuit, with egg and sausage	21005
32007	taquitos, frozen, beef and cheese, oven-heated	burrito, bean and cheese, frozen	22918
14090	beverages, coconut water, ready-to-drink, unsweetened	nuts, coconut water (liquid from coconuts)	12119
907028	reduced sodium: ham, sliced, pre-packaged, deli meat (96%fat free, water added)	ham, sliced, prepackaged (96% fat free, water added)	7028
14066	beverages, protein powder whey based	whey, sweet, dried	514
14030	beverages, the coca-cola company, nos energy drink, original, grape, loaded cherry, charged citrus, fortified with vitamins b6 and b12	energy drink, red bull, sugar free, with added caffeine, niacin, pantothenic acid, vitamins b6 and b12	14156
14239	alcoholic beverage, malt beer, hard lemonade	alcoholic beverage, beer, regular, all	14003
19917	candies, m&m mars pretzel chocolate candies	candies, mars snackfood us, m&m's milk chocolate candies	19141
28290	cookie, with peanut butter filling, chocolate-coated	cookies, peanut butter, refrigerated dough	18187
14062	beverages, abbott, ensure, nutritional shake, ready-to-drink	ensure plus, liquid nutrition	43528
17014	lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4" fat, choice, cooked, roasted	lamb, leg with fat, raw	
19918	sweetener, herbal extract powder from stevia leaf	sweeteners, tabletop, fructose, dry, powder	43216
14036	beverages, cytosport, muscle milk, ready-to-drink	protein supplement, milk based, muscle milk light, powder	1224
999328	vitamin d as ingredient		
23357	beef, round, top round roast, boneless, separable lean only, trimmed to 0" fat, all grades, raw	beef, round, tip round, roast, separable lean only, trimmed to 0" fat, all grades, raw	23651
14033	beverages, abbott, eas whey protein powder	protein supplement, milk based, muscle milk, powder	1223
14041	beverages, nestle, boost plus, nutritional drink, ready-to-drink	meal supplement drink, nestle, supligen, canned, peanut flavor	14632
14067	beverages, protein powder soy based	soy, milk powder	959
14044	beverages, slimfast, meal replacement,  high protein shake, ready-to-drink, 3-2-1 plan	ensure plus, liquid nutrition	43528
14353	beverages, tea, instant, decaffeinated, unsweetened	tea, instant, decaffeinated, prepared	
14376	beverages, tea, instant, lemon, diet	tea, instant, diet, prepared	
14370	beverages, tea, instant, lemon, sweetened, powder	tea, instant, unsweetened, lemon-flavored, powder	14368
14368	beverages, tea, instant, lemon, unsweetened	tea, instant, sweetened with sodium saccharin, lemon-flavored, prepared	14376
14058	beverages, whey protein powder isolate	chocolate-flavored drink, whey and milk based	43369
14079	beverages, yellow green colored citrus soft drink with caffeine	carbonated beverage, lemon-lime soda, contains caffeine	14144
28337	bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca	bread, rice bran	18059
28288	bread, roll, mexican, bollilo	bread, white, roll	1131
19001	candies, toblerone, milk chocolate with honey and almond nougat	candies, milk chocolate, with almonds	19132
8571	cereals ready-to-eat, nature's path, organic flax plus, pumpkin granola	cereals ready-to-eat, nature's path, optimum	8502
8147	cereals ready-to-eat, post, shredded wheat, original big biscuit	cereals ready-to-eat, wheat, shredded, plain, sugar and salt free	8147
28293	cookie, butter or sugar, with chocolate icing or filling	cookies, chocolate sandwich, with creme filling, regular, chocolate-coated	18167
28294	cookie, chocolate, with icing or coating	cookies, chocolate sandwich, with creme filling, regular, chocolate-coated	18167
28292	crackers, multigrain	crackers, whole-wheat	18235
28327	crackers, water biscuits	crackers, wheat, low salt	18428
27065	dip, bean, original flavor	soup, black bean, canned, condensed	6002
27052	dip, salsa con queso, cheese and salsa- medium	dip, cheese with chili peppers, ready-to-serve	27052
21520	fast foods, breadstick, soft, prepared with garlic and parmesan cheese	garlic bread, frozen	18963
21519	fast foods, breakfast burrito, with egg, cheese, and sausage	fast foods, bagel, with egg, sausage patty, cheese, and condiments	21410
21229	fast foods, chicken, breaded and fried, boneless pieces, plain	chicken, flesh and skin, deepfried	
21469	fast foods, fried chicken, breast, meat and skin and breading	chicken, flesh and skin, deepfried	
21465	fast foods, fried chicken, drumstick, meat only, skin and breading removed	chicken, flesh and skin, deepfried	
21471	fast foods, fried chicken, thigh, meat and skin and breading	chicken, flesh and skin, deepfried	
21466	fast foods, fried chicken, thigh, meat only, skin and breading removed	chicken, flesh and skin, battered, deepfried	
1264	ice cream bar, stick or nugget, with crunch coating	ice cream, bar or stick, chocolate covered	1237
19920	jams, preserves, marmalades, sweetened with fruit juice	jams and preserves	19297
17002	lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4" fat, choice, cooked	lambsquarters, cooked, boiled, drained, without salt	11245
17027	lamb, loin, separable lean only, trimmed to 1/4" fat, choice, cooked, broiled	lamb, loin, raw	
17042	lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4" fat, choice, cooked, roasted	lamb, shoulder, raw	
9178	mango, dried, sweetened	mango	600
32012	pizza rolls, frozen, unprepared	pizza, frozen, average values	500
32013	potsticker or wonton, pork and vegetable, frozen, unprepared	dumplings, average values	1003
907961	reduced sodium: chicken breast, deli, rotisserie seasoned, sliced, prepackaged	turkey breast, low salt, prepackaged or deli, luncheon meat	7046
32002	rice and vermicelli mix, rice pilaf flavor, unprepared	rice, parboiled, raw	223
25071	rice crackers	rice cake, cracker (include hain mini rice cakes)	42204
7043	roast beef, deli style, prepackaged, sliced	roastbeef, sliced	1450
27066	sauce, horseradish	horseradish	115
27059	sauce, peanut, made from peanut butter, water, soy sauce	soy sauce	950
7954	sausage, breakfast sausage, beef, pre-cooked, unprepared	beef sausage, pre-cooked	7954
100173	sausage, pork, chorizo, link or ground, cooked, pan-fried	smoked link sausage, pork	7074
19000	schiff,tiger's milk bar	snacks, clif bar, mixed flavors	25051
19030	syrup, fruit flavored	syrup	
5697	turkey from whole, light meat, meat only, with added solution, cooked, roasted	turkey, breast, boiled/smoked, sliced	
42128	turkey ham, sliced, extra lean, prepackaged or deli-sliced	turkey breast, low salt, prepackaged or deli, luncheon meat	7046
32011	yellow rice with seasoning, dry packet mix, unprepared	rice, white, long-grain, precooked or instant, enriched, prepared	20049
11149	chayote, fruit, raw	chayote, fruit, raw	11149
11116	cabbage, chinese (pak-choi), raw	cabbage, chinese (pak-choi), raw	11116
